"OEM","Slice","GroundTruth","ExpectedCategory","ExpectedSystem","GoodTokens","CorrectClass","FailReason","Total","FirstDesc","FirstBrand","FirstCategory","AftermarketCount","OEMNumbersCount","HasSupersession","ReplTotal","ElapsedS","IsTimeout"
"92101-K0520","real_hk_seeded","exists","Headlight - Front Left","Electrical","headlight,front,left","FP","WRONG-PART: expected 'headlight,front,left' but got 'Headlight'","1","Headlight","Hyundai / KIA","Electrical / Headlight Assembly","0","0","False","0","4.12","False"
"92102-AT050","real_hk_seeded","exists","Headlight - Front Right","Electrical","headlight,front,right","FP","WRONG-PART: expected 'headlight,front,right' but got 'Headlight'","1","Headlight","Hyundai / KIA","Electrical / Headlight Assembly","0","0","False","0","4.55","False"
"39210-3C520","real_hk_seeded","exists","Oxygen Sensor","Electrical","oxygen,sensor","FP","WRONG-PART: expected 'oxygen,sensor' but got 'Lambda Sensor'","2","Lambda Sensor","Hyundai / KIA","Electrical / Oxygen Sensor","0","0","False","0","2.26","False"
"25100-2S500","real_hk_seeded","exists","Water Pump","Cooling","water,pump","FP","WRONG-PART: expected 'water,pump' but got 'PUMP ASSY - COOLANT'","2","PUMP ASSY - COOLANT","Hyundai / KIA","Engine / Fuel Pump","0","0","False","0","3.21","False"
"92102-AT150","real_hk_seeded","exists","Headlight - Front Right","Electrical","headlight,front,right","FP","WRONG-PART: expected 'headlight,front,right' but got 'Headlight'","1","Headlight","Hyundai / KIA","Electrical / Headlight Assembly","0","0","False","0","3.25","False"
"92102-D5040","real_hk_seeded","exists","Headlight - Front Right","Electrical","headlight,front,right","FP","WRONG-PART: expected 'headlight,front,right' but got 'Headlight (Rear Left)'","1","Headlight (Rear Left)","Hyundai / KIA","Electrical / Headlight Assembly","0","0","False","0","5.1","False"
"97147-AT010","real_hk_coarse","exists","Compressor A/C","HVAC","compressor","FP","WRONG-PART: expected 'compressor' but got 'DOOR ASSY - DEFROSTER RIGHT'","1","DOOR ASSY - DEFROSTER RIGHT","Hyundai / KIA","HVAC / Compressor A/C","0","0","False","0","3.1","False"
"99150-L3120","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.53","False"
"92102-M7600","real_hk_seeded","exists","Headlight - Front Right","Electrical","headlight,front,right","FP","WRONG-PART: expected 'headlight,front,right' but got 'Headlight (Passenger)'","1","Headlight (Passenger)","Hyundai / KIA","Electrical / Headlight Assembly","0","0","False","0","4.49","False"
"92101-K0620","real_hk_seeded","exists","Headlight - Front Left","Electrical","headlight,front,left","FP","WRONG-PART: expected 'headlight,front,left' but got 'Headlight'","1","Headlight","Hyundai / KIA","Electrical / Headlight Assembly","0","0","False","0","5.54","False"
"97143-J9000","real_hk_coarse","exists","Compressor A/C","HVAC","compressor","FP","WRONG-PART: expected 'compressor' but got 'Sender Unit, interior temperature'","2","Sender Unit, interior temperature","Hyundai / KIA"," / Sender Unit, interior temperature","0","0","False","0","2.35","False"
"99216-F6000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","1.04","False"
"58411-B2500","real_hk_seeded","exists","Brake Disc - Rear","Brakes","brake,disc,rear","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","14","Brake Disc (Rear) for Kia Soul (2008-2013)","Kia","Brakes / Brake Disc","0","0","False","0","11.1","False"
"92402-AT010","real_hk_seeded","exists","Tail Light - Rear Right","Electrical","tail,light,rear,right","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Combination Rearlight (Front Right)","Hyundai / KIA","/ Combination Rearlight","0","0","False","0","3.16","False"
"25100-2S000","real_hk_seeded","exists","Water Pump","Cooling","water,pump","FP","WRONG-PART: expected 'water,pump' but got 'PUMP ASSY - COOLANT'","2","PUMP ASSY - COOLANT","Hyundai / KIA","Engine / Fuel Pump","0","0","False","0","3.57","False"
"92402-P1020","real_hk_seeded","exists","Tail Light - Rear Right","Electrical","tail,light,rear,right","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Combination Rearlight (Front Left) for Kia Sportage (2021+)","Kia","/ Combination Rearlight","0","0","False","0","4.09","False"
"87610-M7020","real_hk_seeded","exists","Exterior Mirror","Body","exterior,mirror","FP","WRONG-PART: expected 'exterior,mirror' but got 'Outside Mirror (Front Left)'","1","Outside Mirror (Front Left)","Hyundai / KIA","/ Outside Mirror","0","0","False","0","3.97","False"
"85844-CV000","real_hk_coarse","exists","Seats","Interior","seats","FN","no results","0","","","","0","0","False","0","3.17","False"
"80610-CV710","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.56","False"
"87610-M7041","real_hk_seeded","exists","Exterior Mirror","Body","exterior,mirror","FP","WRONG-PART: expected 'exterior,mirror' but got 'Outside Mirror'","1","Outside Mirror","Hyundai / KIA","/ Outside Mirror","0","0","False","0","3.53","False"
"25310-P2520","real_hk_seeded","exists","Radiator","Cooling","radiator","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","2","RADIATOR ASSY","Hyundai / KIA","Engine / Fuel Injector","0","0","False","0","2.84","False"
"92401-K0510","real_hk_seeded","exists","Tail Light - Rear Left","Electrical","tail,light,rear,left","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Combination Rearlight","Hyundai / KIA","/ Combination Rearlight","0","0","False","0","4.05","False"
"87610-CV100","real_hk_seeded","exists","Exterior Mirror","Body","exterior,mirror","FP","WRONG-PART: expected 'exterior,mirror' but got 'Outside Mirror for Hyundai Staria (2021+)'","1","Outside Mirror for Hyundai Staria (2021+)","Hyundai","/ Outside Mirror","0","0","False","0","5.18","False"
"39350-3N430","real_hk_seeded","exists","MAF Sensor","Electrical","maf,sensor","FP","WRONG-PART: expected 'maf,sensor' but got 'CMPS'","2","CMPS","Hyundai / KIA","Electrical / Sensors & Control","0","0","False","0","3.31","False"
"65100-Q5040","real_hk_coarse","exists","Fender & Side Body","Body","fender,side,body","FP","WRONG-PART: expected 'fender,side,body' but got 'Bonnet (Rear Left)'","1","Bonnet (Rear Left)","Hyundai / KIA","/ Bonnet","0","0","False","0","3.19","False"
"09430-C1150","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.5","False"
"26300-2M825","real_hk_seeded","exists","Oil Filter","Engine","oil,filter","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","2","Oil Filter","Hyundai / KIA","Engine / Oil Filter","0","0","False","0","4.4","False"
"54660-J5KY0","real_hk_seeded","exists","Shock Absorber - Front","Suspension","shock,absorber,front","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Shock Absorber","Hyundai / KIA","Suspension / Shock Absorber / Strut","0","0","False","0","3.18","False"
"92102-S9500","real_hk_seeded","exists","Headlight - Front Right","Electrical","headlight,front,right","FP","WRONG-PART: expected 'headlight,front,right' but got 'Headlight (Rear)'","1","Headlight (Rear)","Hyundai / KIA","Electrical / Headlight Assembly","0","0","False","0","4.7","False"
"58101-R0A00","real_hk_seeded","exists","Brake Pad Set - Front","Brakes","brake,pad,set,front","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","2","Brake Pad Set, disc brake","Hyundai / KIA","Brakes / Brake Pad Set","0","0","False","0","3.03","False"
"28113-N9000","real_hk_seeded","exists","Air Filter","Engine","air,filter","TP","correct-but-poor: only 1 replacements (AM=1 OEMxRef=0 sup=False)","2","FILTER - AIR CLEANER","Hyundai / KIA","Cooling / Radiator","1","0","False","1","2.25","False"
"97943-R0000","real_hk_coarse","exists","Air Conditioning & Heating","HVAC","air,conditioning,heating","FP","WRONG-PART: expected 'air,conditioning,heating' but got 'DOOR ASSY - MODE'","1","DOOR ASSY - MODE","Hyundai / KIA","HVAC / Air Conditioning & Heating","0","0","False","0","2.22","False"
"99910-AO300","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.67","False"
"82460-L3000","real_hk_seeded","exists","Power Window Motor - Front","Body","power,window,motor,front","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Electric Motor, window regulator","Hyundai / KIA"," / Electric Motor, window regulator","0","0","False","0","3.43","False"
"92101-P1181","real_hk_seeded","exists","Headlight - Front Left","Electrical","headlight,front,left","FP","WRONG-PART: expected 'headlight,front,left' but got 'Headlight for Kia Sportage (2021+)'","1","Headlight for Kia Sportage (2021+)","Kia","Electrical / Headlight Assembly","0","0","False","0","4.16","False"
"25310-N9700","real_hk_seeded","exists","Radiator","Cooling","radiator","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Radiator, engine cooling (Driver) for Hyundai Tucson (2020+)","Hyundai","Cooling / Radiator","0","0","False","0","4.51","False"
"92101-P1090","real_hk_seeded","exists","Headlight - Front Left","Electrical","headlight,front,left","FP","WRONG-PART: expected 'headlight,front,left' but got 'Headlight for Kia Sportage (2021+)'","1","Headlight for Kia Sportage (2021+)","Kia","Electrical / Headlight Assembly","0","0","False","0","4","False"
"82650-CV520","real_hk_seeded","exists","Window Regulator - Front","Body","window,regulator,front","FP","WRONG-PART: expected 'window,regulator,front' but got 'Door Handle for Hyundai Staria (2021+)'","2","Door Handle for Hyundai Staria (2021+)","Hyundai","/ Door Handle","0","0","False","0","2.22","False"
"84635-DW000","real_hk_coarse","exists","Interior Trim","Interior","interior,trim","FN","no results","0","","","","0","0","False","0","3.24","False"
"99140-P1100","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.55","False"
"92102-2T301","real_hk_seeded","exists","Headlight - Front Right","Electrical","headlight,front,right","FP","WRONG-PART: expected 'headlight,front,right' but got 'LAMP ASSY - HEAD,RH'","2","LAMP ASSY - HEAD,RH","Hyundai / KIA","Electrical / Headlight Assembly","0","0","False","0","4.33","False"
"25310-J5550","real_hk_seeded","exists","Radiator","Cooling","radiator","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Radiator, engine cooling","Hyundai / KIA","Cooling / Radiator","0","0","False","0","3.22","False"
"92101-S9500","real_hk_seeded","exists","Headlight - Front Left","Electrical","headlight,front,left","FP","WRONG-PART: expected 'headlight,front,left' but got 'Headlight (Rear)'","1","Headlight (Rear)","Hyundai / KIA","Electrical / Headlight Assembly","0","0","False","0","4.47","False"
"54650-R5500","real_hk_seeded","exists","Shock Absorber - Front","Suspension","shock,absorber,front","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","2","Shock Absorber (Rear)","Hyundai / KIA","Suspension / Shock Absorber / Strut","0","0","False","0","2.18","False"
"87610-H9020","real_hk_seeded","exists","Exterior Mirror","Body","exterior,mirror","FP","WRONG-PART: expected 'exterior,mirror' but got 'MIRROR ASSY - OUTSIDE RR VIEW,LH'","2","MIRROR ASSY - OUTSIDE RR VIEW,LH","Hyundai / KIA","Body / Mouldings & Trim","0","0","False","0","2.25","False"
"21357-2E000","real_hk_coarse","exists","Crankshaft & Bearings","Engine","crankshaft,bearings","FP","WRONG-PART: expected 'crankshaft,bearings' but got 'BOLT - FLANGE'","1","BOLT - FLANGE","Hyundai / KIA","Engine / Crankshaft & Bearings","0","0","False","0","3.14","False"
"05203-CV300","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.54","False"
"92401-Q5010","real_hk_seeded","exists","Tail Light - Rear Left","Electrical","tail,light,rear,left","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Combination Rearlight (Front Right)","Hyundai / KIA","/ Combination Rearlight","0","0","False","0","3.63","False"
"92102-Q5220","real_hk_seeded","exists","Headlight - Front Right","Electrical","headlight,front,right","FP","WRONG-PART: expected 'headlight,front,right' but got 'Headlight'","1","Headlight","Hyundai / KIA","Electrical / Headlight Assembly","0","0","False","0","3.47","False"
"25620-L0100","real_hk_seeded","exists","Thermostat","Cooling","thermostat","FP","WRONG-PART: expected 'thermostat' but got 'EGR Valve'","2","EGR Valve","Hyundai / KIA","/ EGR Valve","0","0","False","0","3.13","False"
"56397-AA000","real_hk_coarse","exists","Tie Rod","Suspension","tie,rod","FP","WRONG-PART: expected 'tie,rod' but got 'CABLE ASSY - SENSOR'","1","CABLE ASSY - SENSOR","Hyundai / KIA","Suspension / Tie Rod","0","0","False","0","2.18","False"
"42951-18215","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.54","False"
"58302-N9A15","real_hk_seeded","exists","Brake Pad Set - Rear","Brakes","brake,pad,set,rear","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","2","Brake Pad Set, disc brake for Hyundai Tucson (2020+)","Hyundai","Brakes / Brake Pad Set","0","0","False","0","8.95","False"
"86351-CV210","real_hk_coarse","exists","Mirrors","Body","mirrors","FP","WRONG-PART: expected 'mirrors' but got 'Radiator Grille for Hyundai Staria (2021+)'","2","Radiator Grille for Hyundai Staria (2021+)","Hyundai","Cooling / Radiator","0","0","False","0","3.15","False"
"42700-3B710","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.5","False"
"97245-AT020","real_hk_coarse","exists","Condenser","HVAC","condenser","FP","WRONG-PART: expected 'condenser' but got 'SEAL - DUCT NO.3'","1","SEAL - DUCT NO.3","Hyundai / KIA","HVAC / Condenser","0","0","False","0","3.3","False"
"99150-P2100","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.62","False"
"92102-DW010","real_hk_seeded","exists","Headlight - Front Right","Electrical","headlight,front,right","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Headlight (Front Right)","Hyundai / KIA","Electrical / Headlight Assembly","0","0","False","0","3.75","False"
"29150-J5100","real_hk_coarse","exists","Turbo / Supercharger","Engine","turbo,supercharger","FP","WRONG-PART: expected 'turbo,supercharger' but got 'COVER - ENGINE UNDER RR,RH'","1","COVER - ENGINE UNDER RR,RH","Hyundai / KIA","Engine / Turbo / Supercharger","0","0","False","0","3.2","False"
"05203-J5530","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.53","False"
"25310-P0000","real_hk_seeded","exists","Radiator","Cooling","radiator","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Radiator, engine cooling","Hyundai / KIA","Cooling / Radiator","0","0","False","0","3.93","False"
"65848-R0000","real_hk_coarse","exists","Fender & Side Body","Body","fender,side,body","FP","WRONG-PART: expected 'fender,side,body' but got 'BRKT - SPARE TIRE FIXING'","1","BRKT - SPARE TIRE FIXING","Hyundai / KIA","Body / Fender & Side Body","0","0","False","0","2.16","False"
"80420-P1000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.48","False"
"92102-P1090","real_hk_seeded","exists","Headlight - Front Right","Electrical","headlight,front,right","FP","WRONG-PART: expected 'headlight,front,right' but got 'Headlight for Kia Sportage (2021+)'","1","Headlight for Kia Sportage (2021+)","Kia","Electrical / Headlight Assembly","0","0","False","0","3.22","False"
"28113-AT100","real_hk_seeded","exists","Air Filter","Engine","air,filter","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","2","Air Filter","Hyundai / KIA","Engine / Air Filter","0","0","False","0","3.39","False"
"92401-M7600","real_hk_seeded","exists","Tail Light - Rear Left","Electrical","tail,light,rear,left","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Combination Rearlight (Passenger)","Hyundai / KIA","/ Combination Rearlight","0","0","False","0","4.11","False"
"45567-4F123","real_hk_coarse","exists","Manual Transmission","Transmission","manual,transmission","FP","WRONG-PART: expected 'manual,transmission' but got 'SNAP RING'","1","SNAP RING","Hyundai / KIA","Transmission / Manual Transmission","0","0","False","0","2.27","False"
"11430-08221","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.49","False"
"51712-L0100","real_hk_seeded","exists","Brake Disc - Front","Brakes","brake,disc,front","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Brake Disc","Hyundai / KIA","Brakes / Brake Disc","0","0","False","0","3.57","False"
"82659-CV000","real_hk_coarse","exists","Glass / Windshield","Body","glass,windshield","FP","WRONG-PART: expected 'glass,windshield' but got 'AUTO FLUSH CONTROL UNIT - FR DR'","1","AUTO FLUSH CONTROL UNIT - FR DR","Hyundai / KIA","Body / Glass / Windshield","0","0","False","0","2.31","False"
"99241-P1200","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.51","False"
"92401-P1120","real_hk_seeded","exists","Tail Light - Rear Left","Electrical","tail,light,rear,left","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Combination Rearlight for Kia Sportage (2021+)","Kia","/ Combination Rearlight","0","0","False","0","4.45","False"
"91421-DW070","real_hk_coarse","exists","Wiring Harness","Electrical","wiring,harness","FP","WRONG-PART: expected 'wiring,harness' but got 'Air Filter'","1","Air Filter","Hyundai / KIA","Engine / Air Filter","0","0","False","0","3.25","False"
"99140-AT000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.54","False"
"39210-3NFD0","real_hk_seeded","exists","Oxygen Sensor","Electrical","oxygen,sensor","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","2","SENSOR ASSY - OXYGEN","Hyundai / KIA","Electrical / Oxygen Sensor","0","0","False","0","3.39","False"
"39210-2T010","real_hk_seeded","exists","Oxygen Sensor","Electrical","oxygen,sensor","FP","WRONG-PART: expected 'oxygen,sensor' but got 'Lambda Sensor (Front Right) for Kia Optima (2010-2015)'","1","Lambda Sensor (Front Right) for Kia Optima (2010-2015)","Kia","Electrical / Oxygen Sensor","0","0","False","0","5.29","False"
